Filename,File_Size_KB,File_Type,MD5_Hash,SHA256_Hash,Compliance_Status,Subject_Type,Primary_Tags,License_Type
AmA_2_0506.jpg,241.29,image/jpeg,3b3e0d731c2aa44cea3caca68af150f3,573484d58e8371b15c1b42d1edc1f97c9609b8de68ef333b71f5100d161061ad,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_2050.jpg,165.67,image/jpeg,5ab500e058219b90e70ef8bb1becd6d5,4ba839e3d4e028c7476db98bdf2749bfa3e300efa2025707a41fb7a431efc6c9,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_5_1668.jpg,254.97,image/jpeg,e9d933711bbf6e078085ef01400e85bd,3ae3612787c89a46191095dbc7dc97b326894221cfa3170967817d2b9b51d28b,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_9_3192.jpg,622.46,image/jpeg,68ac30b5b2392a594b922e4e1cb7b05d,49653da0cc590442b63c6d1cb0761f9a9320423f50e027c9064dbf83c49c67ef,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_2130.jpg,145.12,image/jpeg,bb4c732d295d17e149e9555cd331472e,57953c1eccd488698bbc7b20e53b39df3682201a8e5bdabcaf675e3db9b6d91e,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_9_3231.jpg,241.97,image/jpeg,3ab5031fba213861e7c3f5dc23f0fb22,3fce2ec7401ae798df1eccece3b9c7f79250096686827e0e380820985a8cd3f5,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_5_1694.jpg,115.8,image/jpeg,35aeb1cd8794507e2080e2f6cef1d595,ee7740f25b3d429f9d8fd57419e7463a52bd640ea51ac73204a93bf59323727d,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_7_2641.jpg,228.64,image/jpeg,a5bc0b565237e2fd8a511bc3b63fab87,c2027ce4f81df715795510197096ef61045e66e994335698a63bf629ee1ebb7e,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_5_1486.jpg,172.26,image/jpeg,7543f99e05a538db226039447d358a0c,1bf66cb7be37857b86c113932c962b68ed4f8d454dfe8f171c1f0f3b6e590633,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_7_2484.jpg,204.0,image/jpeg,dad5bb030e95441a8e034e801885b8a8,b27fd7e4ccf709c2ee6dc137924985144fd4be32c4f1ff2ee634e95c806d038c,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_2_0662.jpg,237.29,image/jpeg,7e0523d0aa525b544b9f21d677955b82,f5662bdf0f1886df597c2311faffb8ff71cd9fd2db640c4105f61f45efa905d7,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_1953.jpg,176.47,image/jpeg,86020c68925cfef4b5c95d4ed9ab8946,22305177baf99bf742e5e9ebb9ce037a98bcfff81c3536fd853021ee1cded8a2,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_8_2857.jpg,177.89,image/jpeg,08574fb0830d2b6b849625da968dd576,b602b646804cd395e766eae8c0bdde1310dbc49e294229898f68e48a3032d0bc,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_7_2725.jpg,177.85,image/jpeg,a796422448a7512f4a4ddb2684992603,31b302a42e9fe235df17891e1818d124fa7f5df52e180131aa81fd6618152a21,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_2057.jpg,174.47,image/jpeg,c059ac2a68c73fdb71e4d6b8d3d2df9a,7db0237581995158fdfadd59c99331752be54a9a98b2d811d31d32991da9040c,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_8_2922.jpg,419.73,image/jpeg,07edac5d4527be264b13c7d5bc537cc0,d3cb58b65017fe1b4d916228c54e9c5dae6a3f9930861733a46480061c7e3aa0,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_4_1452.jpg,175.33,image/jpeg,fd42019474b52d21a3f53203a7989ea1,194fa912b4559933dff65f9f7114ad3b9cf57b0cb57db0d89e8dbd3a6cf707f0,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_3_0846.jpg,213.37,image/jpeg,0de903dbcc9cb918c5d40a595fcc9a7c,0615c5727b0f0f35c5140419c4a81af0db598461d16ec77872edf161bfb7430f,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_2_0462.jpg,307.79,image/jpeg,eb5144ac3412b9b5ea8449424037477c,d562153c0175469f965cd4f5bc327fc7dc263b914b45df26f91bd32310797fc6,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_8_3020.jpg,217.53,image/jpeg,070a360bff1323045fef816ee63a6df4,ee202e3b25bcbaa91ca860821a42e981b1e3893358beacb70ef24bae4079d6f5,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_2_0651.jpg,281.65,image/jpeg,6c908207d5ecfdfdef0c54ce7ab450cb,9f78151457b47512be83440e4e72f018a2963619f79ff1d764cefeaa5b63368c,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_5_1715.jpg,374.18,image/jpeg,73d72f19f0ac62ec0c80679172b9bab0,981fb31de16a667f6e99c81a41216843fba640395820ace3d6c3c2e95ca43fd0,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_01_3615.jpg,203.94,image/jpeg,9a0c14a0b474766e91908f260247bf32,ec1706bcee79206545c2dbd5db1475ee9fdb3b8346961a64e7e03d7393e411fc,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_7_2311.jpg,329.22,image/jpeg,393f3ea59fb052c05f74f7f0a356d150,0420e32f047274eded279b563d311d174a0b1619649b76592347c7cf88c0e1d0,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_4_1273.jpg,251.91,image/jpeg,63877d49b4b8b1c7761ca7dd796e7419,14f0041f3cd8c3cf23f4aa51d3f1a0d6bcac92cdd088aa67371f1d0b2848ef7d,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_4_1312.jpg,166.48,image/jpeg,6029b8e94d33ac781a9b8b2008230638,87c692ca5e2a18279e7b7cf5ed18d01ca212883f249eb72a1d7f1a3524f32ab4,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_2_0294.jpg,330.61,image/jpeg,8700b3581e46037addb455879a042f54,937c915965282fb99065f0fa732b47b2604e4656f85b484d397316ace186bd46,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_2112.jpg,114.26,image/jpeg,d0cb2588922337fcfdae5b8e1e25705e,623cf9bed9578c9214f9c41e4cb60f2c37e62c7e7d2867ba1bd2298abbc2ab5e,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_5_1855.jpg,187.7,image/jpeg,11625cd4e16f0128c61c122627813cef,8d651217009d59a52137924992c26829ef155d508c4721ffbbacc391a1019612,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_4_1114.jpg,292.43,image/jpeg,1b774e194d57a36f1f2995f957e458be,50e781071b2ce854c2178af0a775aacc0843d8784a82e28aba61ed311a46b879,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_7_2499.jpg,270.45,image/jpeg,c2bb99d95f287db6cbd7cdad14538d0b,d6360c07d7fbdf2b255872c8489dae5c4069e2c5d06b93b2822a4e91b99c73b7,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_8_2889.jpg,313.16,image/jpeg,b73f6a6fdaf972941267a791479e72c3,21dc7a0e81ac3fd8cc6b0325bc71e1cfaba5d8a45fa7375d60fe35c06df1c347,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_3_1004.jpg,220.96,image/jpeg,6968baefddec84d10a8ca3174b1b0320,23389e9b75232c980a2a809102b1740e9e5c1666b5ef0550d85bd5c582d5a02e,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_2303.jpg,110.73,image/jpeg,6a8ce74c3d66f2288f27d71e141c2708,c94af93f1cb24f2c843bab6f63c1d00042e88de1f9d5d1176abb2b83c720a307,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_5_1843.jpg,206.42,image/jpeg,d1f5fc14cfa17e896cf84f655caa6d17,5fa2a8124c124bf0a49ea4c483568ee326e0024a90e37d037eebf241d0c35e9b,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_7_2672.jpg,230.73,image/jpeg,bde743fc3bafd50aee05d79bccb70df3,4aae166db85e9a091ff49e6dc830dc62d36169f197770b2ec0f1818acf4bee3f,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_1888.jpg,252.94,image/jpeg,ecffd97a8d2f204267bb099eccd2d67e,f911a56c4dcfe720f2a31622e4d092e0522368716d2c7f69f76d24a86e3238f7,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_7_2371.jpg,473.29,image/jpeg,b7c2ce1bc0efa872d1a292fef245a4de,1d8f2b1e609d1b4bb7a694522f97692d2bed58a84a47ad53da2b669f49390ed1,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_5_1603.jpg,223.44,image/jpeg,734f11b0e4c8e467652227d7445f94b1,d415340382b7018cae5aef3f446ea479f0b101822f3c4a297c69c31fe5bf874d,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_1903.jpg,273.94,image/jpeg,b57077da0016855251a09983c543da59,8228632a05a00354c80213a80cfec82c5f3fa270ec1a7b6c699f9e5f1c885bd4,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_7_2760.jpg,180.84,image/jpeg,92dae2039bfca3affe84bbc1d8c5bc86,3e2136dfcb3a2316564f35f7dc8d42cbc792475d6739bbff7d74155d9082657d,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_2_0627.jpg,279.71,image/jpeg,d393bf3650c016e0006ff70517d891e6,d01433440b76cc8fb337f6e5001ae54c427845884e179ecc82cdce9685285c31,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_2210.jpg,154.03,image/jpeg,1ab33ce267554108c098b37d6e4de3a2,44f468e3d28972f175b359f9586517a716a42f7db83331943723a42260a2ad9b,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_3_0962.jpg,158.95,image/jpeg,a80ae609e4a11830d7b88ac1fa6e3075,570b1f680127de55883e5eaa755e1a72731f77b5e86a6487aed84e25fbe33327,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_5_1748.jpg,100.22,image/jpeg,1e34aad33b67ba785b5a282801bb8551,878de44f32edcd9ffead6ab8a6b6f5eb9aabdc982dc78bedfd6618ef9fdbc322,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_1929.jpg,266.43,image/jpeg,2e1aaab21a069f15dc9bef8541fce197,4a45da9d10bcf2adc4d5f0f76980235ad1e334e5c38d675b16d9745ce05eb888,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_3_0793.jpg,272.76,image/jpeg,e1f5351245b57a1033cfe5cd5e2317aa,b6fb1505f6827075c6eac9e671a43d918c426203308f7fd96d53e40b8822a48c,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_4_1403.jpg,150.87,image/jpeg,2d3f788de7db24d1752a4a6eb46d3bd2,f02173c19100862a971377f8812680aa3edd1fb1a82f5b64ec34bc768dc8aa50,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_7_2559.jpg,272.13,image/jpeg,bc69e630607692028439f70f40c02cfc,023ed7f48779bcce46a4c3e945e65d4179873ac4451fdedc6abe2e5e70e120a3,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_8_3060.jpg,299.62,image/jpeg,1b0a2c37102e63a05ed69da385cd8149,e5e478ff32de37d24bd44b41e5676e794895bf1beaa34546b932c75457f0bf57,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_6_2174.jpg,192.18,image/jpeg,d9679e29a6b4c01645d1f4f56e89e9e2,c855d19f956ff4887fde2166a05f277c6c5a5caa53f2e4fc1360d52be65cf7a1,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
AmA_2_0226.jpg,402.46,image/jpeg,b86ad950241aa2beb8059e6e0f5f204f,66cedf3878d34080daafb3ef18096fc0d55a8ad749cc15ca1b13819b7577d85c,CLEAR Act 2026 Compliant,Performance Artist / Musician,"Dynamic Lighting, Kinematic Posing, High Emotional Variance, Stage Setup",Commercial POC (Non-Exclusive)
